,level_0,text,sentiment
5338,5339,quinn ed  great read if somewhat harsh on trautmann who was about  when hitler came to power and grew up in that society and environment,angry
5339,5340,shaik ed rt  whoever votes for  today is supporting his agenda of hate they are voting against the constitution of in,angry
5340,5341,nath ed   do that correction needs to be so harsh she happily ed her daughters achievement she deserves better treatment,angry
5341,5342,ed  it really doesnt appeal to me tbh i dont want to sound harsh but im not making a career or trying to become an art teacher ill be working full time in prison or forensic services once i leave uni thats the career i want,angry
5342,5343,whoever votes for  today is supporting his agenda of hate they are voting against the constitution of in,angry
5343,5344,air pollution does kill people mr harsh vardhan,angry
5344,5345,tarafdar ed rt  whoever votes for  today is supporting his agenda of hate they are voting against the constitution of in,angry
5345,5346,a sound heart is the life of the flesh but envy the rottenness of the bonesholy bible,angry
5346,5347,rt  envy people who can afford spotify premium,angry
5347,5348,bennett ed rt  fuck envy be inspired,angry
5348,5349,zahrah hgclothing ed rt   na peloomi start loom o he said wants kaye west and jayzs iloominati to envy him that is why e want to loomini,angry
5349,5350,not stirred ed when your fellow brothersister is winning be happy for himher  jealousyenvy gets you nowhere your time is coming as well,angry
5350,5351,kehinde  ed   haaa baba you dont know what god has done for you i envy you this shirt n tie don taya me,angry
5351,5352,ed rt,angry
5352,5353,a larrie hurts  ed  lmao she turned stupid,angry
5353,5354,ed im a whole different me when im nothing but happy,angry
5354,5355,ed rt  remember when new york used to be the envy of the world  you can forget about it now,angry
5355,5356,nicole ed  envy with that cat in the middle,angry
5356,5357,ikon ed rt  on the screen was shown bis faceikonics bustling making noisesbi why are you laughingjune how awesome,angry
5357,5358,murthala raji ed truly d recognized religion in d sight of allah is islm those who have been given d book did not differ among themselves until after d knowledge had come  themall this due  envy against each otherwhoever denies d verses of allah then allah is swift  reckoning,angry
5358,5359,anliker ed  nothing wrong with a little porch envy we added a screened porch to a house about  years ago when our kids were little loved it havent been without one since was a must have when we movedps im envious of you getting to hang out with  what fun,angry
5359,5360,jae baeli ed  eye in the sky by jonatha brookeand all would envy by shawn colvin,angry
5360,5361,ed keycelerycourcelaventerenvy jr jr selmacheekoyoida,angry
5361,5362,nkosi pr arch ed i snoozed my alarm at least  times this morning i envy those who work from home,angry
5362,5363,ed good morning have an amazing day folks make the most out of today,angry
5363,5364,ed change may be overdue now especially if youre imagining tumb more for pisces,angry
5364,5365,lorenzen ed technology enable content dezentrales hndlermarketing   envyagency audide faceliftcloud  online marketing rockstars,angry
5365,5366,a mcdonald ed for every one that will seek to learn from a true teacher is it  or more like  that will hate from envy so human excellence is neglected and destroyed and mankind goes uncultivatedhow do we become great by loving the truly greathow better by cherishing the good,angry
5366,5367,ed i use to envy big bum until omnye ubhuti wathi ngumhombiso nje lanto into ethethayo yikuku,angry
5367,5368,ed loveis patientloveis kind it does not envy it does not boast it is not proud it does not dishonor others it is not selfseeking it is not easily angered it keeps no record of wrongs  corinthians,angry
5368,5369,commissions open ed sheds many tearsi envy those ppl who had fav anime merch stuffs as kids and my parents always said im too old for that even if i was around yo cguess i ll always be too old for everything ccccccccc,angry
5369,5370,ed rt  we can all agree that america is now  we are the envy of the world  and the best is yet to come,angry
5370,5371,kuhlman ed  i dont envy you i got out after just under  years and im happy be careful,angry
5371,5372,bennett ed    managed to get mine signed again  dont envy you having to do setlists too many excellent tunes to choose from but it was great to hear palisades live again,angry
5372,5373,tudor ed  haha ive never got it right or even close to right the first time i envy that but i do try cut stories down because theyre supposed to fit into cerain word counts terrible habit should let my short story be free be k long freeee,angry
5373,5374,ed dont envy or hate just do better yogapose mudra   quote,angry
5374,5375,el toro shakeel ed they are either careless bigots who want to see muslims killed or moronic sheep incapable of independent thought either way its a sickness hateenvy always is,angry
5375,5376,bush lodge ed the only man i envy is the man who has not yet been to africa  for her has so much to look forward to  richard mullin,angry
5376,5377,ed rt  some people will envy you just because they hate how other people love you,angry
5377,5378,ed  good morning make the most out of today  have a good day as well,angry
5378,5379,ed i envy those people thats done in discovering their talent and starting to enjoy the gift given to them here i got no idea what is mine and where im best at,angry
